vehicle_id,plant_code,assembly_line,shift,model,trim,part_id,actual_part_code,production_date,mismatch_reason
V00241,HMMA,Line_3,Day,SONATA,SEL,SEAT,ST_LEATHER,2024-06-27,
V00241,HMMA,Line_3,Day,SONATA,SEL,ECU,ECU_1,2024-06-27,
V00241,HMMA,Line_3,Day,SONATA,SEL,HEADLAMP,HL_HAL,2024-06-27,
V00241,HMMA,Line_3,Day,SONATA,SEL,WHEEL,WH_17,2024-06-27,EO_NOT_YET_ADOPTED
V00241,HMMA,Line_3,Day,SONATA,SEL,CAMERA,CAM_0,2024-06-27,
V00241,HMMA,Line_3,Day,SONATA,SEL,SENSOR,SNS_A,2024-06-27,
V00242,HMMA,Line_3,Day,TUCSON,SE,BATTERY,BAT_B,2024-07-16,
V00242,HMMA,Line_3,Day,TUCSON,SE,AIRBAG,ABG_Y,2024-07-16,
V00242,HMMA,Line_3,Day,TUCSON,SE,INFOTAINMENT,INF_V2,2024-07-16,
V00242,HMMA,Line_3,Day,TUCSON,SE,BRAKE,BRK_ENH,2024-07-16,
V00242,HMMA,Line_3,Day,TUCSON,SE,SEAT,ST_LEATHER,2024-07-16,
V00242,HMMA,Line_3,Day,TUCSON,SE,ECU,ECU_1,2024-07-16,
V00242,HMMA,Line_3,Day,TUCSON,SE,HEADLAMP,HL_HAL,2024-07-16,
V00242,HMMA,Line_3,Day,TUCSON,SE,WHEEL,WH_18,2024-07-16,
V00242,HMMA,Line_3,Day,TUCSON,SE,CAMERA,CAM_1,2024-07-16,
V00242,HMMA,Line_3,Day,TUCSON,SE,SENSOR,SNS_B,2024-07-16,
V00243,HMMA,Line_3,Night,SANTA_FE,LIMITED,BATTERY,BAT_C,2024-08-28,
V00243,HMMA,Line_3,Night,SANTA_FE,LIMITED,AIRBAG,ABG_Y,2024-08-28,
V00243,HMMA,Line_3,Night,SANTA_FE,LIMITED,INFOTAINMENT,INF_V3,2024-08-28,
V00243,HMMA,Line_3,Night,SANTA_FE,LIMITED,BRAKE,BRK_ENH,2024-08-28,
V00243,HMMA,Line_3,Night,SANTA_FE,LIMITED,SEAT,ST_LEATHER,2024-08-28,
V00243,HMMA,Line_3,Night,SANTA_FE,LIMITED,ECU,ECU_1,2024-08-28,
V00243,HMMA,Line_3,Night,SANTA_FE,LIMITED,HEADLAMP,HL_HAL,2024-08-28,
V00243,HMMA,Line_3,Night,SANTA_FE,LIMITED,WHEEL,WH_18,2024-08-28,
V00243,HMMA,Line_3,Night,SANTA_FE,LIMITED,CAMERA,CAM_1,2024-08-28,
V00243,HMMA,Line_3,Night,SANTA_FE,LIMITED,SENSOR,SNS_B,2024-08-28,
V00244,HMMA,Line_4,Night,TUCSON,SEL,BATTERY,BAT_B,2024-07-19,
V00244,HMMA,Line_4,Night,TUCSON,SEL,AIRBAG,ABG_Y,2024-07-19,
V00244,HMMA,Line_4,Night,TUCSON,SEL,INFOTAINMENT,INF_V2,2024-07-19,EO_NOT_YET_ADOPTED
V00244,HMMA,Line_4,Night,TUCSON,SEL,BRAKE,BRK_ENH,2024-07-19,
V00244,HMMA,Line_4,Night,TUCSON,SEL,SEAT,ST_LEATHER,2024-07-19,
V00244,HMMA,Line_4,Night,TUCSON,SEL,ECU,ECU_1,2024-07-19,
V00244,HMMA,Line_4,Night,TUCSON,SEL,HEADLAMP,HL_HAL,2024-07-19,
V00244,HMMA,Line_4,Night,TUCSON,SEL,WHEEL,WH_18,2024-07-19,
V00244,HMMA,Line_4,Night,TUCSON,SEL,CAMERA,CAM_1,2024-07-19,
V00244,HMMA,Line_4,Night,TUCSON,SEL,SENSOR,SNS_B,2024-07-19,
V00245,HMMA,Line_3,Day,SANTA_FE,SEL,BATTERY,BAT_C,2024-08-17,
V00245,HMMA,Line_3,Day,SANTA_FE,SEL,AIRBAG,ABG_Y,2024-08-17,
V00245,HMMA,Line_3,Day,SANTA_FE,SEL,INFOTAINMENT,INF_V3,2024-08-17,
V00245,HMMA,Line_3,Day,SANTA_FE,SEL,BRAKE,BRK_ENH,2024-08-17,
V00245,HMMA,Line_3,Day,SANTA_FE,SEL,SEAT,ST_LEATHER,2024-08-17,
V00245,HMMA,Line_3,Day,SANTA_FE,SEL,ECU,ECU_1,2024-08-17,
V00245,HMMA,Line_3,Day,SANTA_FE,SEL,HEADLAMP,HL_HAL,2024-08-17,
V00245,HMMA,Line_3,Day,SANTA_FE,SEL,WHEEL,WH_18,2024-08-17,
V00245,HMMA,Line_3,Day,SANTA_FE,SEL,CAMERA,CAM_1,2024-08-17,
V00245,HMMA,Line_3,Day,SANTA_FE,SEL,SENSOR,SNS_B,2024-08-17,
V00246,HMMA,Line_4,Day,ELANTRA,N_LINE,BATTERY,BAT_B,2024-06-20,
V00246,HMMA,Line_4,Day,ELANTRA,N_LINE,AIRBAG,ABG_Y,2024-06-20,
V00246,HMMA,Line_4,Day,ELANTRA,N_LINE,INFOTAINMENT,INF_V1,2024-06-20,EO_NOT_YET_ADOPTED
V00246,HMMA,Line_4,Day,ELANTRA,N_LINE,BRAKE,BRK_ENH,2024-06-20,
V00246,HMMA,Line_4,Day,ELANTRA,N_LINE,SEAT,ST_FAB,2024-06-20,EO_NOT_YET_ADOPTED
V00246,HMMA,Line_4,Day,ELANTRA,N_LINE,ECU,ECU_1,2024-06-20,
V00246,HMMA,Line_4,Day,ELANTRA,N_LINE,HEADLAMP,HL_HAL,2024-06-20,
V00246,HMMA,Line_4,Day,ELANTRA,N_LINE,WHEEL,WH_17,2024-06-20,
V00246,HMMA,Line_4,Day,ELANTRA,N_LINE,CAMERA,CAM_0,2024-06-20,
V00246,HMMA,Line_4,Day,ELANTRA,N_LINE,SENSOR,SNS_A,2024-06-20,
V00247,HMMA,Line_4,Day,SANTA_FE,LIMITED,BATTERY,BAT_B,2024-07-15,
V00247,HMMA,Line_4,Day,SANTA_FE,LIMITED,AIRBAG,ABG_Y,2024-07-15,
V00247,HMMA,Line_4,Day,SANTA_FE,LIMITED,INFOTAINMENT,INF_V2,2024-07-15,
V00247,HMMA,Line_4,Day,SANTA_FE,LIMITED,BRAKE,BRK_ENH,2024-07-15,
V00247,HMMA,Line_4,Day,SANTA_FE,LIMITED,SEAT,ST_LEATHER,2024-07-15,
V00247,HMMA,Line_4,Day,SANTA_FE,LIMITED,ECU,ECU_1,2024-07-15,
V00247,HMMA,Line_4,Day,SANTA_FE,LIMITED,HEADLAMP,HL_HAL,2024-07-15,
V00247,HMMA,Line_4,Day,SANTA_FE,LIMITED,WHEEL,WH_18,2024-07-15,
V00247,HMMA,Line_4,Day,SANTA_FE,LIMITED,CAMERA,CAM_1,2024-07-15,
V00247,HMMA,Line_4,Day,SANTA_FE,LIMITED,SENSOR,SNS_B,2024-07-15,
V00248,HMMA,Line_1,Day,ELANTRA,N_LINE,BATTERY,BAT_A,2024-05-29,
V00248,HMMA,Line_1,Day,ELANTRA,N_LINE,AIRBAG,ABG_X,2024-05-29,
V00248,HMMA,Line_1,Day,ELANTRA,N_LINE,INFOTAINMENT,INF_V1,2024-05-29,
V00248,HMMA,Line_1,Day,ELANTRA,N_LINE,BRAKE,BRK_STD,2024-05-29,
V00248,HMMA,Line_1,Day,ELANTRA,N_LINE,SEAT,ST_FAB,2024-05-29,
V00248,HMMA,Line_1,Day,ELANTRA,N_LINE,ECU,ECU_1,2024-05-29,
V00248,HMMA,Line_1,Day,ELANTRA,N_LINE,HEADLAMP,HL_HAL,2024-05-29,
V00248,HMMA,Line_1,Day,ELANTRA,N_LINE,WHEEL,WH_17,2024-05-29,
V00248,HMMA,Line_1,Day,ELANTRA,N_LINE,CAMERA,CAM_0,2024-05-29,
V00248,HMMA,Line_1,Day,ELANTRA,N_LINE,SENSOR,SNS_A,2024-05-29,
V00249,HMMA,Line_4,Day,SONATA,SEL,BATTERY,BAT_C,2024-08-18,
V00249,HMMA,Line_4,Day,SONATA,SEL,AIRBAG,ABG_Y,2024-08-18,
V00249,HMMA,Line_4,Day,SONATA,SEL,INFOTAINMENT,INF_V3,2024-08-18,
V00249,HMMA,Line_4,Day,SONATA,SEL,BRAKE,BRK_ENH,2024-08-18,
V00249,HMMA,Line_4,Day,SONATA,SEL,SEAT,ST_LEATHER,2024-08-18,
V00249,HMMA,Line_4,Day,SONATA,SEL,ECU,ECU_1,2024-08-18,
V00249,HMMA,Line_4,Day,SONATA,SEL,HEADLAMP,HL_HAL,2024-08-18,
V00249,HMMA,Line_4,Day,SONATA,SEL,WHEEL,WH_18,2024-08-18,
V00249,HMMA,Line_4,Day,SONATA,SEL,CAMERA,CAM_1,2024-08-18,
V00249,HMMA,Line_4,Day,SONATA,SEL,SENSOR,SNS_B,2024-08-18,
V00250,HMMA,Line_2,Day,TUCSON,SE,BATTERY,BAT_A,2024-06-01,EO_NOT_YET_ADOPTED
V00250,HMMA,Line_2,Day,TUCSON,SE,AIRBAG,ABG_X,2024-06-01,
V00250,HMMA,Line_2,Day,TUCSON,SE,INFOTAINMENT,INF_V1,2024-06-01,
V00250,HMMA,Line_2,Day,TUCSON,SE,BRAKE,BRK_STD,2024-06-01,
V00250,HMMA,Line_2,Day,TUCSON,SE,SEAT,ST_FAB,2024-06-01,
V00250,HMMA,Line_2,Day,TUCSON,SE,ECU,ECU_1,2024-06-01,
V00250,HMMA,Line_2,Day,TUCSON,SE,HEADLAMP,HL_HAL,2024-06-01,
V00250,HMMA,Line_2,Day,TUCSON,SE,WHEEL,WH_17,2024-06-01,
V00250,HMMA,Line_2,Day,TUCSON,SE,CAMERA,CAM_0,2024-06-01,
V00250,HMMA,Line_2,Day,TUCSON,SE,SENSOR,SNS_A,2024-06-01,
V00251,HMMA,Line_1,Day,ELANTRA,N_LINE,BATTERY,BAT_B,2024-07-12,
V00251,HMMA,Line_1,Day,ELANTRA,N_LINE,AIRBAG,ABG_Y,2024-07-12,
V00251,HMMA,Line_1,Day,ELANTRA,N_LINE,INFOTAINMENT,INF_V2,2024-07-12,
V00251,HMMA,Line_1,Day,ELANTRA,N_LINE,BRAKE,BRK_ENH,2024-07-12,
V00251,HMMA,Line_1,Day,ELANTRA,N_LINE,SEAT,ST_LEATHER,2024-07-12,
V00251,HMMA,Line_1,Day,ELANTRA,N_LINE,ECU,ECU_1,2024-07-12,
V00251,HMMA,Line_1,Day,ELANTRA,N_LINE,HEADLAMP,HL_HAL,2024-07-12,
V00251,HMMA,Line_1,Day,ELANTRA,N_LINE,WHEEL,WH_18,2024-07-12,
V00251,HMMA,Line_1,Day,ELANTRA,N_LINE,CAMERA,CAM_1,2024-07-12,
V00251,HMMA,Line_1,Day,ELANTRA,N_LINE,SENSOR,SNS_B,2024-07-12,
V00252,HMMA,Line_3,Day,TUCSON,SE,BATTERY,BAT_A,2024-05-31,
V00252,HMMA,Line_3,Day,TUCSON,SE,AIRBAG,ABG_X,2024-05-31,
V00252,HMMA,Line_3,Day,TUCSON,SE,INFOTAINMENT,INF_V1,2024-05-31,
V00252,HMMA,Line_3,Day,TUCSON,SE,BRAKE,BRK_STD,2024-05-31,
V00252,HMMA,Line_3,Day,TUCSON,SE,SEAT,ST_FAB,2024-05-31,
V00252,HMMA,Line_3,Day,TUCSON,SE,ECU,ECU_1,2024-05-31,
V00252,HMMA,Line_3,Day,TUCSON,SE,HEADLAMP,HL_HAL,2024-05-31,
V00252,HMMA,Line_3,Day,TUCSON,SE,WHEEL,WH_17,2024-05-31,
V00252,HMMA,Line_3,Day,TUCSON,SE,CAMERA,CAM_0,2024-05-31,
V00252,HMMA,Line_3,Day,TUCSON,SE,SENSOR,SNS_A,2024-05-31,
V00253,HMMA,Line_4,Night,ELANTRA,SE,BATTERY,BAT_B,2024-07-07,
V00253,HMMA,Line_4,Night,ELANTRA,SE,AIRBAG,ABG_Y,2024-07-07,
V00253,HMMA,Line_4,Night,ELANTRA,SE,INFOTAINMENT,INF_V2,2024-07-07,
V00253,HMMA,Line_4,Night,ELANTRA,SE,BRAKE,BRK_ENH,2024-07-07,
V00253,HMMA,Line_4,Night,ELANTRA,SE,SEAT,ST_LEATHER,2024-07-07,
V00253,HMMA,Line_4,Night,ELANTRA,SE,ECU,ECU_1,2024-07-07,
V00253,HMMA,Line_4,Night,ELANTRA,SE,HEADLAMP,HL_HAL,2024-07-07,
V00253,HMMA,Line_4,Night,ELANTRA,SE,WHEEL,WH_18,2024-07-07,
V00253,HMMA,Line_4,Night,ELANTRA,SE,CAMERA,CAM_0,2024-07-07,EO_NOT_YET_ADOPTED
V00253,HMMA,Line_4,Night,ELANTRA,SE,SENSOR,SNS_A,2024-07-07,EO_NOT_YET_ADOPTED
V00254,HMMA,Line_2,Day,SONATA,SE,BATTERY,BAT_B,2024-07-05,
V00254,HMMA,Line_2,Day,SONATA,SE,AIRBAG,ABG_Y,2024-07-05,
V00254,HMMA,Line_2,Day,SONATA,SE,INFOTAINMENT,INF_V2,2024-07-05,
V00254,HMMA,Line_2,Day,SONATA,SE,BRAKE,BRK_ENH,2024-07-05,
V00254,HMMA,Line_2,Day,SONATA,SE,SEAT,ST_LEATHER,2024-07-05,
V00254,HMMA,Line_2,Day,SONATA,SE,ECU,ECU_1,2024-07-05,
V00254,HMMA,Line_2,Day,SONATA,SE,HEADLAMP,HL_HAL,2024-07-05,
V00254,HMMA,Line_2,Day,SONATA,SE,WHEEL,WH_18,2024-07-05,
V00254,HMMA,Line_2,Day,SONATA,SE,CAMERA,CAM_0,2024-07-05,EO_NOT_YET_ADOPTED
V00254,HMMA,Line_2,Day,SONATA,SE,SENSOR,SNS_A,2024-07-05,EO_NOT_YET_ADOPTED
V00255,HMMA,Line_3,Day,ELANTRA,SEL,BATTERY,BAT_B,2024-06-17,
V00255,HMMA,Line_3,Day,ELANTRA,SEL,AIRBAG,ABG_Y,2024-06-17,
V00255,HMMA,Line_3,Day,ELANTRA,SEL,INFOTAINMENT,INF_V1,2024-06-17,EO_NOT_YET_ADOPTED
V00255,HMMA,Line_3,Day,ELANTRA,SEL,BRAKE,BRK_STD,2024-06-17,EO_NOT_YET_ADOPTED
V00255,HMMA,Line_3,Day,ELANTRA,SEL,SEAT,ST_FAB,2024-06-17,
V00255,HMMA,Line_3,Day,ELANTRA,SEL,ECU,ECU_1,2024-06-17,
V00255,HMMA,Line_3,Day,ELANTRA,SEL,HEADLAMP,HL_HAL,2024-06-17,
V00255,HMMA,Line_3,Day,ELANTRA,SEL,WHEEL,WH_17,2024-06-17,
V00255,HMMA,Line_3,Day,ELANTRA,SEL,CAMERA,CAM_0,2024-06-17,
V00255,HMMA,Line_3,Day,ELANTRA,SEL,SENSOR,SNS_A,2024-06-17,
V00256,HMMA,Line_2,Night,SONATA,SEL,BATTERY,BAT_B,2024-07-14,
V00256,HMMA,Line_2,Night,SONATA,SEL,AIRBAG,ABG_Y,2024-07-14,
V00256,HMMA,Line_2,Night,SONATA,SEL,INFOTAINMENT,INF_V2,2024-07-14,
V00256,HMMA,Line_2,Night,SONATA,SEL,BRAKE,BRK_ENH,2024-07-14,
V00256,HMMA,Line_2,Night,SONATA,SEL,SEAT,ST_LEATHER,2024-07-14,
V00256,HMMA,Line_2,Night,SONATA,SEL,ECU,ECU_1,2024-07-14,
V00256,HMMA,Line_2,Night,SONATA,SEL,HEADLAMP,HL_HAL,2024-07-14,
V00256,HMMA,Line_2,Night,SONATA,SEL,WHEEL,WH_18,2024-07-14,
V00256,HMMA,Line_2,Night,SONATA,SEL,CAMERA,CAM_1,2024-07-14,
V00256,HMMA,Line_2,Night,SONATA,SEL,SENSOR,SNS_B,2024-07-14,
V00257,HMMA,Line_4,Night,SANTA_FE,LIMITED,BATTERY,BAT_A,2024-06-01,EO_NOT_YET_ADOPTED
V00257,HMMA,Line_4,Night,SANTA_FE,LIMITED,AIRBAG,ABG_X,2024-06-01,
V00257,HMMA,Line_4,Night,SANTA_FE,LIMITED,INFOTAINMENT,INF_V1,2024-06-01,
V00257,HMMA,Line_4,Night,SANTA_FE,LIMITED,BRAKE,BRK_STD,2024-06-01,
V00257,HMMA,Line_4,Night,SANTA_FE,LIMITED,SEAT,ST_FAB,2024-06-01,
V00257,HMMA,Line_4,Night,SANTA_FE,LIMITED,ECU,ECU_1,2024-06-01,
V00257,HMMA,Line_4,Night,SANTA_FE,LIMITED,HEADLAMP,HL_HAL,2024-06-01,
V00257,HMMA,Line_4,Night,SANTA_FE,LIMITED,WHEEL,WH_17,2024-06-01,
V00257,HMMA,Line_4,Night,SANTA_FE,LIMITED,CAMERA,CAM_0,2024-06-01,
V00257,HMMA,Line_4,Night,SANTA_FE,LIMITED,SENSOR,SNS_A,2024-06-01,
V00258,HMMA,Line_2,Night,ELANTRA,N_LINE,BATTERY,BAT_B,2024-07-06,
V00258,HMMA,Line_2,Night,ELANTRA,N_LINE,AIRBAG,ABG_Y,2024-07-06,
V00258,HMMA,Line_2,Night,ELANTRA,N_LINE,INFOTAINMENT,INF_V2,2024-07-06,
V00258,HMMA,Line_2,Night,ELANTRA,N_LINE,BRAKE,BRK_ENH,2024-07-06,
V00258,HMMA,Line_2,Night,ELANTRA,N_LINE,SEAT,ST_LEATHER,2024-07-06,
V00258,HMMA,Line_2,Night,ELANTRA,N_LINE,ECU,ECU_1,2024-07-06,
V00258,HMMA,Line_2,Night,ELANTRA,N_LINE,HEADLAMP,HL_HAL,2024-07-06,
V00258,HMMA,Line_2,Night,ELANTRA,N_LINE,WHEEL,WH_18,2024-07-06,
V00258,HMMA,Line_2,Night,ELANTRA,N_LINE,CAMERA,CAM_0,2024-07-06,EO_NOT_YET_ADOPTED
V00258,HMMA,Line_2,Night,ELANTRA,N_LINE,SENSOR,SNS_A,2024-07-06,EO_NOT_YET_ADOPTED
V00259,HMMA,Line_3,Day,SANTA_FE,SEL,BATTERY,BAT_A,2024-06-08,EO_NOT_YET_ADOPTED
V00259,HMMA,Line_3,Day,SANTA_FE,SEL,AIRBAG,ABG_X,2024-06-08,EO_NOT_YET_ADOPTED
V00259,HMMA,Line_3,Day,SANTA_FE,SEL,INFOTAINMENT,INF_V1,2024-06-08,
V00259,HMMA,Line_3,Day,SANTA_FE,SEL,BRAKE,BRK_STD,2024-06-08,
V00259,HMMA,Line_3,Day,SANTA_FE,SEL,SEAT,ST_FAB,2024-06-08,
V00259,HMMA,Line_3,Day,SANTA_FE,SEL,ECU,ECU_1,2024-06-08,
V00259,HMMA,Line_3,Day,SANTA_FE,SEL,HEADLAMP,HL_HAL,2024-06-08,
V00259,HMMA,Line_3,Day,SANTA_FE,SEL,WHEEL,WH_17,2024-06-08,
V00259,HMMA,Line_3,Day,SANTA_FE,SEL,CAMERA,CAM_0,2024-06-08,
V00259,HMMA,Line_3,Day,SANTA_FE,SEL,SENSOR,SNS_A,2024-06-08,
V00260,HMMA,Line_3,Day,SANTA_FE,SE,BATTERY,BAT_C,2024-08-24,
V00260,HMMA,Line_3,Day,SANTA_FE,SE,AIRBAG,ABG_Y,2024-08-24,
V00260,HMMA,Line_3,Day,SANTA_FE,SE,INFOTAINMENT,INF_V3,2024-08-24,
V00260,HMMA,Line_3,Day,SANTA_FE,SE,BRAKE,BRK_ENH,2024-08-24,
V00260,HMMA,Line_3,Day,SANTA_FE,SE,SEAT,ST_LEATHER,2024-08-24,
V00260,HMMA,Line_3,Day,SANTA_FE,SE,ECU,ECU_1,2024-08-24,
V00260,HMMA,Line_3,Day,SANTA_FE,SE,HEADLAMP,HL_HAL,2024-08-24,
V00260,HMMA,Line_3,Day,SANTA_FE,SE,WHEEL,WH_18,2024-08-24,
V00260,HMMA,Line_3,Day,SANTA_FE,SE,CAMERA,CAM_1,2024-08-24,
V00260,HMMA,Line_3,Day,SANTA_FE,SE,SENSOR,SNS_B,2024-08-24,
V00261,HMMA,Line_1,Day,ELANTRA,N_LINE,BATTERY,BAT_B,2024-07-30,
V00261,HMMA,Line_1,Day,ELANTRA,N_LINE,AIRBAG,ABG_Y,2024-07-30,
V00261,HMMA,Line_1,Day,ELANTRA,N_LINE,INFOTAINMENT,INF_V3,2024-07-30,
V00261,HMMA,Line_1,Day,ELANTRA,N_LINE,BRAKE,BRK_ENH,2024-07-30,
V00261,HMMA,Line_1,Day,ELANTRA,N_LINE,SEAT,ST_LEATHER,2024-07-30,
V00261,HMMA,Line_1,Day,ELANTRA,N_LINE,ECU,ECU_1,2024-07-30,
V00261,HMMA,Line_1,Day,ELANTRA,N_LINE,HEADLAMP,HL_HAL,2024-07-30,
V00261,HMMA,Line_1,Day,ELANTRA,N_LINE,WHEEL,WH_18,2024-07-30,
V00261,HMMA,Line_1,Day,ELANTRA,N_LINE,CAMERA,CAM_1,2024-07-30,
V00261,HMMA,Line_1,Day,ELANTRA,N_LINE,SENSOR,SNS_B,2024-07-30,
V00262,HMMA,Line_1,Day,SONATA,SE,BATTERY,BAT_B,2024-07-10,
V00262,HMMA,Line_1,Day,SONATA,SE,AIRBAG,ABG_Y,2024-07-10,
V00262,HMMA,Line_1,Day,SONATA,SE,INFOTAINMENT,INF_V2,2024-07-10,
V00262,HMMA,Line_1,Day,SONATA,SE,BRAKE,BRK_ENH,2024-07-10,
V00262,HMMA,Line_1,Day,SONATA,SE,SEAT,ST_LEATHER,2024-07-10,
V00262,HMMA,Line_1,Day,SONATA,SE,ECU,ECU_1,2024-07-10,
V00262,HMMA,Line_1,Day,SONATA,SE,HEADLAMP,HL_HAL,2024-07-10,
V00262,HMMA,Line_1,Day,SONATA,SE,WHEEL,WH_18,2024-07-10,
V00262,HMMA,Line_1,Day,SONATA,SE,CAMERA,CAM_1,2024-07-10,
V00262,HMMA,Line_1,Day,SONATA,SE,SENSOR,SNS_B,2024-07-10,
V00263,HMMA,Line_4,Night,SANTA_FE,SE,BATTERY,BAT_B,2024-07-05,
V00263,HMMA,Line_4,Night,SANTA_FE,SE,AIRBAG,ABG_Y,2024-07-05,
V00263,HMMA,Line_4,Night,SANTA_FE,SE,INFOTAINMENT,INF_V2,2024-07-05,
V00263,HMMA,Line_4,Night,SANTA_FE,SE,BRAKE,BRK_ENH,2024-07-05,
V00263,HMMA,Line_4,Night,SANTA_FE,SE,SEAT,ST_LEATHER,2024-07-05,
V00263,HMMA,Line_4,Night,SANTA_FE,SE,ECU,ECU_1,2024-07-05,
V00263,HMMA,Line_4,Night,SANTA_FE,SE,HEADLAMP,HL_HAL,2024-07-05,
V00263,HMMA,Line_4,Night,SANTA_FE,SE,WHEEL,WH_18,2024-07-05,
V00263,HMMA,Line_4,Night,SANTA_FE,SE,CAMERA,CAM_0,2024-07-05,EO_NOT_YET_ADOPTED
V00263,HMMA,Line_4,Night,SANTA_FE,SE,SENSOR,SNS_A,2024-07-05,EO_NOT_YET_ADOPTED
V00264,HMMA,Line_3,Night,ELANTRA,N_LINE,BATTERY,BAT_C,2024-08-27,
V00264,HMMA,Line_3,Night,ELANTRA,N_LINE,AIRBAG,ABG_Y,2024-08-27,
V00264,HMMA,Line_3,Night,ELANTRA,N_LINE,INFOTAINMENT,INF_V3,2024-08-27,
V00264,HMMA,Line_3,Night,ELANTRA,N_LINE,BRAKE,BRK_ENH,2024-08-27,
V00264,HMMA,Line_3,Night,ELANTRA,N_LINE,SEAT,ST_LEATHER,2024-08-27,
V00264,HMMA,Line_3,Night,ELANTRA,N_LINE,ECU,ECU_1,2024-08-27,
V00264,HMMA,Line_3,Night,ELANTRA,N_LINE,HEADLAMP,HL_HAL,2024-08-27,
V00264,HMMA,Line_3,Night,ELANTRA,N_LINE,WHEEL,WH_18,2024-08-27,
V00264,HMMA,Line_3,Night,ELANTRA,N_LINE,CAMERA,CAM_1,2024-08-27,
V00264,HMMA,Line_3,Night,ELANTRA,N_LINE,SENSOR,SNS_B,2024-08-27,
V00265,HMMA,Line_4,Day,SANTA_FE,SE,BATTERY,BAT_C,2024-08-12,
V00265,HMMA,Line_4,Day,SANTA_FE,SE,AIRBAG,ABG_Y,2024-08-12,
V00265,HMMA,Line_4,Day,SANTA_FE,SE,INFOTAINMENT,INF_V3,2024-08-12,
V00265,HMMA,Line_4,Day,SANTA_FE,SE,BRAKE,BRK_ENH,2024-08-12,
V00265,HMMA,Line_4,Day,SANTA_FE,SE,SEAT,ST_LEATHER,2024-08-12,
V00265,HMMA,Line_4,Day,SANTA_FE,SE,ECU,ECU_1,2024-08-12,
V00265,HMMA,Line_4,Day,SANTA_FE,SE,HEADLAMP,HL_HAL,2024-08-12,
V00265,HMMA,Line_4,Day,SANTA_FE,SE,WHEEL,WH_18,2024-08-12,
V00265,HMMA,Line_4,Day,SANTA_FE,SE,CAMERA,CAM_1,2024-08-12,
V00265,HMMA,Line_4,Day,SANTA_FE,SE,SENSOR,SNS_B,2024-08-12,
V00266,HMMA,Line_2,Day,ELANTRA,SE,BATTERY,BAT_B,2024-07-13,
V00266,HMMA,Line_2,Day,ELANTRA,SE,AIRBAG,ABG_Y,2024-07-13,
V00266,HMMA,Line_2,Day,ELANTRA,SE,INFOTAINMENT,INF_V2,2024-07-13,
V00266,HMMA,Line_2,Day,ELANTRA,SE,BRAKE,BRK_ENH,2024-07-13,
V00266,HMMA,Line_2,Day,ELANTRA,SE,SEAT,ST_LEATHER,2024-07-13,
V00266,HMMA,Line_2,Day,ELANTRA,SE,ECU,ECU_1,2024-07-13,
V00266,HMMA,Line_2,Day,ELANTRA,SE,HEADLAMP,HL_HAL,2024-07-13,
V00266,HMMA,Line_2,Day,ELANTRA,SE,WHEEL,WH_18,2024-07-13,
V00266,HMMA,Line_2,Day,ELANTRA,SE,CAMERA,CAM_1,2024-07-13,
V00266,HMMA,Line_2,Day,ELANTRA,SE,SENSOR,SNS_B,2024-07-13,
V00267,HMMA,Line_1,Night,SANTA_FE,SE,BATTERY,BAT_B,2024-06-26,
V00267,HMMA,Line_1,Night,SANTA_FE,SE,AIRBAG,ABG_Y,2024-06-26,
V00267,HMMA,Line_1,Night,SANTA_FE,SE,INFOTAINMENT,INF_V2,2024-06-26,
V00267,HMMA,Line_1,Night,SANTA_FE,SE,BRAKE,BRK_STD,2024-06-26,ASSEMBLY_ERROR
V00267,HMMA,Line_1,Night,SANTA_FE,SE,SEAT,ST_LEATHER,2024-06-26,
V00267,HMMA,Line_1,Night,SANTA_FE,SE,ECU,ECU_1,2024-06-26,
V00267,HMMA,Line_1,Night,SANTA_FE,SE,HEADLAMP,HL_HAL,2024-06-26,
V00267,HMMA,Line_1,Night,SANTA_FE,SE,WHEEL,WH_17,2024-06-26,EO_NOT_YET_ADOPTED
V00267,HMMA,Line_1,Night,SANTA_FE,SE,CAMERA,CAM_0,2024-06-26,
V00267,HMMA,Line_1,Night,SANTA_FE,SE,SENSOR,SNS_A,2024-06-26,
V00268,HMMA,Line_2,Day,SANTA_FE,LIMITED,BATTERY,BAT_A,2024-05-29,
V00268,HMMA,Line_2,Day,SANTA_FE,LIMITED,AIRBAG,ABG_X,2024-05-29,
V00268,HMMA,Line_2,Day,SANTA_FE,LIMITED,INFOTAINMENT,INF_V1,2024-05-29,
V00268,HMMA,Line_2,Day,SANTA_FE,LIMITED,BRAKE,BRK_STD,2024-05-29,
V00268,HMMA,Line_2,Day,SANTA_FE,LIMITED,SEAT,ST_FAB,2024-05-29,
V00268,HMMA,Line_2,Day,SANTA_FE,LIMITED,ECU,ECU_1,2024-05-29,
V00268,HMMA,Line_2,Day,SANTA_FE,LIMITED,HEADLAMP,HL_HAL,2024-05-29,
V00268,HMMA,Line_2,Day,SANTA_FE,LIMITED,WHEEL,WH_17,2024-05-29,
V00268,HMMA,Line_2,Day,SANTA_FE,LIMITED,CAMERA,CAM_0,2024-05-29,
V00268,HMMA,Line_2,Day,SANTA_FE,LIMITED,SENSOR,SNS_A,2024-05-29,
V00269,HMMA,Line_1,Day,TUCSON,SEL,BATTERY,BAT_C,2024-08-23,
