date,supplier_id,part_id,plant_line,shift,qty_used,qty_received,lot_n,defect_n,severity_points,cost_usd,eo_active_flag_def,meas_n,oos_n,oos_rate,avg_deviation,abs_avg_deviation,eo_active_flag,defect_rate_per_1000,ppm,cost_per_1000_units,eo_flag,risk_score_v1
2025-08-05,S005,P0027,TrimLine-1,B,358,444,1,0.0,0.0,0.0,0.0,10,4,0.4,0.12713,0.24079,0,0.0,0.0,0.0,0,40.0
2025-08-05,S005,P0032,ChassisLine-1,A,107,120,1,1.0,1.0,109.33,0.0,14,5,0.35714285714285715,-0.09982857142857145,0.2639857142857143,0,9.345794392523365,9345.794392523363,1021.7757009345794,0,39.900885714285714
2025-08-05,S006,P0019,BodyLine-2,B,206,248,1,0.0,0.0,0.0,0.0,11,0,0.0,-0.03211818181818182,0.12404545454545456,0,0.0,0.0,0.0,0,0.0
2025-08-05,S006,P0020,ChassisLine-1,A,230,312,1,0.0,0.0,0.0,0.0,21,0,0.0,-0.18746190476190477,0.286852380952381,1,0.0,0.0,0.0,1,5.0
2025-08-05,S006,P0031,BodyLine-1,A,377,411,1,1.0,1.0,113.44999999999999,0.0,15,6,0.4,-0.07265333333333332,0.22430666666666668,0,2.6525198938992043,2652.519893899204,300.9283819628647,0,44.269
2025-08-05,S007,P0008,ChassisLine-1,A,295,330,1,0.0,0.0,0.0,0.0,10,0,0.0,0.12456,0.17054,0,0.0,0.0,0.0,0,0.0
2025-08-05,S007,P0013,ChassisLine-1,B,459,469,1,0.0,0.0,0.0,0.0,20,0,0.0,0.030274999999999996,0.132455,0,0.0,0.0,0.0,0,0.0
2025-08-05,S007,P0016,BodyLine-2,B,449,481,1,0.0,0.0,0.0,0.0,8,0,0.0,-0.134975,0.30325,0,0.0,0.0,0.0,0,0.0
2025-08-05,S008,P0015,ChassisLine-1,B,393,515,1,0.0,0.0,0.0,0.0,16,0,0.0,-0.0785625,0.10271249999999998,0,0.0,0.0,0.0,0,0.0
2025-08-05,S008,P0029,Final-1,C,431,503,1,0.0,0.0,0.0,0.0,4,0,0.0,-0.24995,0.24995,0,0.0,0.0,0.0,0,0.0
2025-08-05,S009,P0030,Final-1,A,423,514,1,0.0,0.0,0.0,0.0,6,0,0.0,-0.14963333333333334,0.31486666666666663,0,0.0,0.0,0.0,0,0.0
2025-08-05,S010,P0002,TrimLine-1,A,125,173,1,0.0,0.0,0.0,0.0,6,0,0.0,-0.0028500000000000005,0.09088333333333336,0,0.0,0.0,0.0,0,0.0
2025-08-05,S010,P0025,Final-1,B,230,320,1,0.0,0.0,0.0,0.0,11,0,0.0,0.17074545454545456,0.2026,0,0.0,0.0,0.0,0,0.0
2025-08-05,S012,P0022,ChassisLine-1,B,251,357,1,0.0,0.0,0.0,0.0,21,0,0.0,-0.009585714285714284,0.07145238095238096,0,0.0,0.0,0.0,0,0.0
2025-08-05,S012,P0026,BodyLine-2,C,166,238,1,0.0,0.0,0.0,0.0,11,0,0.0,-0.004781818181818182,0.07667272727272728,0,0.0,0.0,0.0,0,0.0
2025-08-06,S001,P0005,BodyLine-1,B,230,306,1,0.0,0.0,0.0,0.0,14,2,0.14285714285714285,-0.056528571428571435,0.16065714285714283,0,0.0,0.0,0.0,0,14.285714285714285
2025-08-06,S001,P0012,Final-1,A,375,383,1,0.0,0.0,0.0,0.0,6,3,0.5,-0.1850166666666667,0.47645000000000004,1,0.0,0.0,0.0,1,55.0
2025-08-06,S001,P0017,ChassisLine-1,C,150,180,1,0.0,0.0,0.0,0.0,21,3,0.14285714285714285,-0.07983809523809524,0.23373333333333335,0,0.0,0.0,0.0,0,14.285714285714285
2025-08-06,S001,P0018,Final-1,A,268,311,1,0.0,0.0,0.0,0.0,9,3,0.3333333333333333,0.03313333333333333,0.20197777777777778,0,0.0,0.0,0.0,0,33.33333333333333
2025-08-06,S001,P0021,ChassisLine-1,B,273,342,1,0.0,0.0,0.0,0.0,10,0,0.0,-0.021230000000000002,0.21654999999999996,1,0.0,0.0,0.0,1,5.0
2025-08-06,S003,P0014,Final-1,B,304,395,1,0.0,0.0,0.0,0.0,10,0,0.0,-0.06286,0.23465999999999995,0,0.0,0.0,0.0,0,0.0
2025-08-06,S003,P0028,ChassisLine-1,A,347,365,1,1.0,1.0,116.24000000000001,0.0,9,0,0.0,0.13262222222222222,0.19066666666666665,0,2.881844380403458,2881.844380403458,334.985590778098,0,4.3248
2025-08-06,S003,P0036,ChassisLine-1,A,228,268,1,0.0,0.0,0.0,0.0,17,3,0.17647058823529413,0.3432058823529412,0.38015882352941177,1,0.0,0.0,0.0,1,22.647058823529413
2025-08-06,S005,P0010,BodyLine-1,B,395,412,1,0.0,0.0,0.0,0.0,21,1,0.047619047619047616,0.12406666666666669,0.27106666666666673,0,0.0,0.0,0.0,0,4.761904761904762
2025-08-06,S005,P0032,ChassisLine-1,B,110,154,1,0.0,0.0,0.0,0.0,13,1,0.07692307692307693,0.014546153846153848,0.1302076923076923,0,0.0,0.0,0.0,0,7.6923076923076925
2025-08-06,S006,P0004,TrimLine-1,A,342,353,1,0.0,0.0,0.0,0.0,7,0,0.0,0.36684285714285714,0.3776428571428571,1,0.0,0.0,0.0,1,5.0
2025-08-06,S006,P0019,BodyLine-2,A,468,496,1,0.0,0.0,0.0,0.0,20,0,0.0,0.06688999999999998,0.27736,0,0.0,0.0,0.0,0,0.0
2025-08-06,S006,P0031,BodyLine-1,B,317,400,1,0.0,0.0,0.0,0.0,15,0,0.0,-0.027633333333333333,0.10752666666666667,0,0.0,0.0,0.0,0,0.0
2025-08-06,S007,P0007,BodyLine-2,B,437,496,1,0.0,0.0,0.0,0.0,14,0,0.0,0.007957142857142859,0.14702857142857143,0,0.0,0.0,0.0,0,0.0
2025-08-06,S007,P0016,BodyLine-2,B,437,492,1,0.0,0.0,0.0,0.0,8,0,0.0,-0.033862500000000004,0.0549125,0,0.0,0.0,0.0,0,0.0
2025-08-06,S008,P0029,Final-1,B,220,306,1,0.0,0.0,0.0,0.0,4,0,0.0,-0.31432499999999997,0.31432499999999997,0,0.0,0.0,0.0,0,0.0
2025-08-06,S009,P0030,Final-1,C,230,285,1,0.0,0.0,0.0,0.0,5,0,0.0,-0.09184,0.42767999999999995,0,0.0,0.0,0.0,0,0.0
2025-08-06,S010,P0025,Final-1,B,165,174,1,0.0,0.0,0.0,0.0,6,0,0.0,-0.057383333333333335,0.24415,0,0.0,0.0,0.0,0,0.0
2025-08-06,S011,P0009,BodyLine-1,B,244,302,1,0.0,0.0,0.0,0.0,13,2,0.15384615384615385,0.05454615384615385,0.26403846153846156,0,0.0,0.0,0.0,0,15.384615384615385
2025-08-06,S012,P0022,ChassisLine-1,A,301,354,1,0.0,0.0,0.0,0.0,10,0,0.0,-0.09508,0.12811999999999998,0,0.0,0.0,0.0,0,0.0
2025-08-06,S012,P0026,BodyLine-2,A,228,238,1,0.0,0.0,0.0,0.0,13,0,0.0,-0.01774615384615385,0.2681769230769231,0,0.0,0.0,0.0,0,0.0
2025-08-07,S001,P0005,BodyLine-2,B,251,307,1,1.0,2.0,56.41,0.0,21,12,0.5714285714285714,-0.07067619047619048,0.2184,0,3.9840637450199203,3984.06374501992,224.7410358565737,0,62.27105714285714
2025-08-07,S001,P0018,TrimLine-1,A,299,349,1,1.0,3.0,134.78,0.0,4,2,0.5,-0.17345,0.21225,0,3.3444816053511706,3344.4816053511704,450.7692307692308,0,58.6956
2025-08-07,S001,P0021,ChassisLine-1,B,336,433,1,0.0,0.0,0.0,0.0,21,5,0.23809523809523808,0.33169047619047615,0.4828333333333334,1,0.0,0.0,0.0,1,28.809523809523807
2025-08-07,S001,P0033,BodyLine-2,A,129,139,1,1.0,2.0,59.089999999999996,0.0,16,0,0.0,0.012150000000000003,0.20622500000000002,0,7.751937984496124,7751.937984496124,458.06201550387595,0,5.1818
2025-08-07,S003,P0028,ChassisLine-1,B,353,500,1,0.0,0.0,0.0,0.0,12,1,0.08333333333333333,0.038825,0.16329166666666664,0,0.0,0.0,0.0,0,8.333333333333332
2025-08-07,S003,P0036,ChassisLine-1,A,113,140,1,1.0,2.0,66.36,1.0,21,0,0.0,0.19428571428571428,0.21375238095238092,1,8.849557522123893,8849.557522123894,587.2566371681415,1,10.3272
2025-08-07,S004,P0023,Final-1,A,163,223,1,0.0,0.0,0.0,0.0,7,0,0.0,0.15707142857142856,0.22110000000000002,0,0.0,0.0,0.0,0,0.0
2025-08-07,S005,P0032,ChassisLine-1,A,216,309,1,0.0,0.0,0.0,0.0,15,0,0.0,0.03206666666666667,0.12596,0,0.0,0.0,0.0,0,0.0
2025-08-07,S006,P0004,Final-1,B,394,450,1,0.0,0.0,0.0,0.0,6,2,0.3333333333333333,0.3448833333333334,0.6146166666666666,1,0.0,0.0,0.0,1,38.33333333333333
2025-08-07,S006,P0020,ChassisLine-1,A,122,166,1,0.0,0.0,0.0,0.0,13,0,0.0,0.18282307692307692,0.19431538461538458,1,0.0,0.0,0.0,1,5.0
2025-08-07,S006,P0031,BodyLine-2,A,189,225,1,0.0,0.0,0.0,0.0,19,7,0.3684210526315789,-0.04203684210526317,0.23497368421052633,0,0.0,0.0,0.0,0,36.84210526315789
2025-08-07,S006,P0034,BodyLine-1,A,96,125,1,0.0,0.0,0.0,0.0,13,1,0.07692307692307693,0.05041538461538461,0.24150769230769228,0,0.0,0.0,0.0,0,7.6923076923076925
2025-08-07,S007,P0003,BodyLine-1,B,226,260,1,0.0,0.0,0.0,0.0,8,0,0.0,0.1191875,0.2765875,0,0.0,0.0,0.0,0,0.0
2025-08-07,S007,P0007,BodyLine-2,C,323,388,1,0.0,0.0,0.0,0.0,14,0,0.0,0.008392857142857141,0.1191357142857143,0,0.0,0.0,0.0,0,0.0
2025-08-07,S007,P0008,ChassisLine-1,C,142,154,1,0.0,0.0,0.0,0.0,10,0,0.0,0.14247,0.29357,0,0.0,0.0,0.0,0,0.0
2025-08-07,S007,P0013,ChassisLine-1,C,171,190,1,0.0,0.0,0.0,0.0,19,0,0.0,0.037489473684210524,0.09540526315789474,0,0.0,0.0,0.0,0,0.0
2025-08-07,S007,P0016,BodyLine-1,B,359,425,1,1.0,3.0,95.48,0.0,17,0,0.0,0.00018235294117647336,0.2190764705882353,0,2.785515320334262,2785.515320334262,265.96100278551535,0,7.9096
2025-08-07,S008,P0015,ChassisLine-1,C,159,169,1,0.0,0.0,0.0,0.0,10,3,0.3,-0.13337000000000002,0.18907000000000002,0,0.0,0.0,0.0,0,30.0
2025-08-07,S008,P0029,TrimLine-1,C,366,473,1,1.0,2.0,178.51999999999998,0.0,11,0,0.0,-0.016836363636363635,0.3526181818181818,0,2.73224043715847,2732.24043715847,487.75956284153,0,7.570399999999999
2025-08-07,S009,P0006,TrimLine-1,B,118,128,1,0.0,0.0,0.0,0.0,5,0,0.0,-0.05448000000000001,0.2118,0,0.0,0.0,0.0,0,0.0
2025-08-07,S010,P0002,TrimLine-1,A,146,193,1,0.0,0.0,0.0,0.0,8,0,0.0,0.148175,0.17872500000000002,0,0.0,0.0,0.0,0,0.0
2025-08-07,S010,P0025,Final-1,B,235,269,1,1.0,2.0,116.71,0.0,6,0,0.0,-0.09853333333333332,0.25106666666666666,0,4.25531914893617,4255.319148936171,496.6382978723404,0,6.3342
2025-08-07,S011,P0011,TrimLine-1,B,275,362,1,0.0,0.0,0.0,0.0,10,1,0.1,-0.05595,0.30215000000000003,0,0.0,0.0,0.0,0,10.0
2025-08-07,S012,P0022,ChassisLine-1,A,275,303,1,0.0,0.0,0.0,0.0,17,0,0.0,0.0015176470588235229,0.2496235294117647,0,0.0,0.0,0.0,0,0.0
2025-08-08,S001,P0001,TrimLine-1,C,128,144,1,1.0,3.0,170.88,0.0,5,2,0.4,0.11608,0.11608,0,7.8125,7812.5,1335.0,0,49.4176
2025-08-08,S001,P0012,TrimLine-1,B,266,345,1,1.0,3.0,226.13,1.0,8,1,0.125,-0.0832,0.30135,1,3.7593984962406015,3759.398496240601,850.1127819548872,1,28.0226
2025-08-08,S001,P0017,ChassisLine-1,B,169,209,1,1.0,3.0,231.05,0.0,10,0,0.0,0.11299000000000001,0.14231,0,5.9171597633136095,5917.159763313609,1367.1597633136093,0,10.621
2025-08-08,S001,P0033,BodyLine-2,A,102,122,1,0.0,0.0,0.0,0.0,10,0,0.0,0.016320000000000005,0.18824,0,0.0,0.0,0.0,0,0.0
2025-08-08,S003,P0014,Final-1,A,324,405,1,0.0,0.0,0.0,0.0,10,0,0.0,0.06156999999999999,0.10820999999999999,0,0.0,0.0,0.0,0,0.0
2025-08-08,S003,P0028,ChassisLine-1,A,320,327,1,0.0,0.0,0.0,0.0,17,0,0.0,0.07379411764705882,0.13640588235294115,0,0.0,0.0,0.0,0,0.0
2025-08-08,S003,P0036,ChassisLine-1,A,185,192,1,0.0,0.0,0.0,0.0,10,3,0.3,0.10653000000000001,0.5069299999999999,1,0.0,0.0,0.0,1,35.0
2025-08-08,S005,P0027,TrimLine-1,B,255,313,1,0.0,0.0,0.0,0.0,11,1,0.09090909090909091,-0.017809090909090913,0.13784545454545458,0,0.0,0.0,0.0,0,9.090909090909092
2025-08-08,S005,P0035,BodyLine-2,B,226,268,1,0.0,0.0,0.0,0.0,20,0,0.0,-0.02091,0.27547999999999995,0,0.0,0.0,0.0,0,0.0
2025-08-08,S006,P0004,Final-1,C,198,259,1,0.0,0.0,0.0,0.0,6,0,0.0,-0.025583333333333333,0.10011666666666669,1,0.0,0.0,0.0,1,5.0
2025-08-08,S006,P0019,BodyLine-1,B,214,284,1,0.0,0.0,0.0,0.0,19,0,0.0,-0.03859473684210526,0.0926157894736842,0,0.0,0.0,0.0,0,0.0
2025-08-08,S006,P0020,ChassisLine-1,C,204,216,1,0.0,0.0,0.0,0.0,10,0,0.0,-0.28294,0.3187,1,0.0,0.0,0.0,1,5.0
2025-08-08,S006,P0031,BodyLine-1,A,231,252,1,0.0,0.0,0.0,0.0,21,0,0.0,0.03143809523809524,0.08096190476190476,0,0.0,0.0,0.0,0,0.0
2025-08-08,S006,P0034,BodyLine-1,A,238,259,1,0.0,0.0,0.0,0.0,13,0,0.0,0.1509769230769231,0.24734615384615385,0,0.0,0.0,0.0,0,0.0
2025-08-08,S007,P0003,BodyLine-2,A,226,283,1,0.0,0.0,0.0,0.0,10,0,0.0,-0.015599999999999998,0.12658,0,0.0,0.0,0.0,0,0.0
2025-08-08,S007,P0007,BodyLine-2,A,472,499,1,0.0,0.0,0.0,0.0,8,0,0.0,-0.017299999999999996,0.08615,0,0.0,0.0,0.0,0,0.0
2025-08-08,S007,P0008,ChassisLine-1,A,194,221,1,0.0,0.0,0.0,0.0,14,1,0.07142857142857142,0.08706428571428572,0.3322214285714286,0,0.0,0.0,0.0,0,7.142857142857142
2025-08-08,S007,P0013,ChassisLine-1,A,383,511,1,0.0,0.0,0.0,0.0,20,0,0.0,0.006024999999999998,0.09950500000000001,0,0.0,0.0,0.0,0,0.0
2025-08-08,S007,P0016,BodyLine-2,B,232,315,1,0.0,0.0,0.0,0.0,14,0,0.0,-0.07902142857142856,0.1859928571428572,0,0.0,0.0,0.0,0,0.0
2025-08-08,S008,P0029,Final-1,A,390,439,1,0.0,0.0,0.0,0.0,6,0,0.0,0.04388333333333334,0.17505,0,0.0,0.0,0.0,0,0.0
2025-08-08,S009,P0006,Final-1,C,157,189,1,1.0,2.0,157.65,0.0,4,0,0.0,0.10975,0.113,0,6.369426751592357,6369.426751592357,1004.1401273885351,0,7.1530000000000005
2025-08-08,S009,P0030,TrimLine-1,A,244,286,1,0.0,0.0,0.0,0.0,11,0,0.0,-0.0426,0.1402909090909091,0,0.0,0.0,0.0,0,0.0
2025-08-08,S010,P0002,TrimLine-1,A,123,156,1,0.0,0.0,0.0,0.0,7,0,0.0,0.19145714285714285,0.2512857142857143,0,0.0,0.0,0.0,0,0.0
2025-08-08,S010,P0025,Final-1,A,347,450,1,0.0,0.0,0.0,0.0,9,0,0.0,0.16798888888888888,0.4270555555555556,0,0.0,0.0,0.0,0,0.0
2025-08-08,S011,P0011,TrimLine-1,B,293,341,1,0.0,0.0,0.0,0.0,8,0,0.0,-0.013675000000000007,0.13347499999999998,0,0.0,0.0,0.0,0,0.0
2025-08-08,S012,P0022,ChassisLine-1,B,228,253,1,0.0,0.0,0.0,0.0,15,0,0.0,-0.056339999999999994,0.14412666666666668,0,0.0,0.0,0.0,0,0.0
2025-08-08,S012,P0026,BodyLine-2,B,417,427,1,0.0,0.0,0.0,0.0,19,0,0.0,-0.07148421052631579,0.24013684210526315,0,0.0,0.0,0.0,0,0.0
2025-08-09,S001,P0001,TrimLine-1,A,315,426,1,1.0,1.0,43.599999999999994,0.0,8,5,0.625,0.15845,0.2882,0,3.1746031746031744,3174.6031746031745,138.4126984126984,0,65.372
2025-08-09,S001,P0005,BodyLine-2,A,216,253,1,0.0,0.0,0.0,0.0,10,1,0.1,-0.002749999999999997,0.13087,0,0.0,0.0,0.0,0,10.0
2025-08-09,S001,P0012,TrimLine-1,B,481,492,1,1.0,2.0,117.83,1.0,10,1,0.1,-0.1895,0.33396,1,2.079002079002079,2079.002079002079,244.96881496881494,1,21.3566
2025-08-09,S001,P0018,TrimLine-1,C,214,270,1,0.0,0.0,0.0,0.0,5,1,0.2,0.13222,0.1829,0,0.0,0.0,0.0,0,20.0
2025-08-09,S004,P0023,Final-1,A,152,173,1,0.0,0.0,0.0,0.0,5,0,0.0,-0.047819999999999994,0.24257999999999996,0,0.0,0.0,0.0,0,0.0
2025-08-09,S005,P0010,BodyLine-1,B,196,215,1,0.0,0.0,0.0,0.0,8,0,0.0,-0.08475,0.32005,0,0.0,0.0,0.0,0,0.0
2025-08-09,S005,P0027,TrimLine-1,C,209,226,1,0.0,0.0,0.0,0.0,6,4,0.6666666666666666,0.21830000000000002,0.3167,0,0.0,0.0,0.0,0,66.66666666666666
2025-08-09,S005,P0032,ChassisLine-1,A,343,378,1,0.0,0.0,0.0,0.0,11,0,0.0,-0.024490909090909087,0.1309090909090909,0,0.0,0.0,0.0,0,0.0
2025-08-09,S006,P0019,BodyLine-2,B,357,387,1,0.0,0.0,0.0,0.0,17,0,0.0,0.06443529411764705,0.15076470588235294,0,0.0,0.0,0.0,0,0.0
2025-08-09,S006,P0031,BodyLine-1,A,368,478,1,0.0,0.0,0.0,0.0,10,1,0.1,0.0392,0.16912,0,0.0,0.0,0.0,0,10.0
2025-08-09,S007,P0003,BodyLine-2,A,252,321,1,0.0,0.0,0.0,0.0,12,0,0.0,0.08424166666666667,0.23549166666666665,0,0.0,0.0,0.0,0,0.0
2025-08-09,S007,P0007,BodyLine-1,B,319,441,1,0.0,0.0,0.0,0.0,10,0,0.0,0.008769999999999995,0.14833,0,0.0,0.0,0.0,0,0.0
2025-08-09,S007,P0013,ChassisLine-1,B,199,245,1,0.0,0.0,0.0,0.0,15,0,0.0,0.017313333333333337,0.13932666666666668,0,0.0,0.0,0.0,0,0.0
2025-08-09,S007,P0016,BodyLine-1,A,414,506,1,0.0,0.0,0.0,0.0,8,0,0.0,-0.018387500000000008,0.2343625,0,0.0,0.0,0.0,0,0.0
2025-08-09,S008,P0015,ChassisLine-1,B,409,506,1,0.0,0.0,0.0,0.0,12,2,0.16666666666666666,-0.05893333333333333,0.17959999999999998,0,0.0,0.0,0.0,0,16.666666666666664
2025-08-09,S008,P0029,TrimLine-1,A,103,122,1,0.0,0.0,0.0,0.0,4,0,0.0,0.111225,0.155225,0,0.0,0.0,0.0,0,0.0
2025-08-09,S009,P0030,TrimLine-1,A,395,432,1,0.0,0.0,0.0,0.0,6,0,0.0,0.06978333333333332,0.22168333333333334,0,0.0,0.0,0.0,0,0.0
2025-08-09,S011,P0011,TrimLine-1,C,97,129,1,0.0,0.0,0.0,0.0,6,1,0.16666666666666666,0.09578333333333333,0.16301666666666667,0,0.0,0.0,0.0,0,16.666666666666664
2025-08-09,S012,P0022,ChassisLine-1,B,356,385,1,0.0,0.0,0.0,0.0,15,0,0.0,0.04500666666666666,0.19571333333333332,0,0.0,0.0,0.0,0,0.0
2025-08-09,S012,P0026,BodyLine-2,B,388,483,1,0.0,0.0,0.0,0.0,11,0,0.0,0.06694545454545454,0.22843636363636363,0,0.0,0.0,0.0,0,0.0
2025-08-10,S001,P0001,Final-1,C,148,208,1,1.0,1.0,153.70999999999998,0.0,7,5,0.7142857142857143,0.22462857142857143,0.3410285714285714,0,6.756756756756757,6756.756756756758,1038.581081081081,0,76.50277142857144
2025-08-10,S001,P0005,BodyLine-1,A,285,310,1,0.0,0.0,0.0,0.0,20,0,0.0,0.010374999999999999,0.06074500000000001,0,0.0,0.0,0.0,0,0.0
2025-08-10,S001,P0012,Final-1,B,349,371,1,1.0,2.0,193.3,1.0,6,1,0.16666666666666666,0.24323333333333333,0.28350000000000003,1,2.865329512893983,2865.3295128939826,553.8681948424069,1,29.532666666666664
2025-08-10,S001,P0018,TrimLine-1,C,230,245,1,0.0,0.0,0.0,0.0,6,3,0.5,-0.16766666666666666,0.23603333333333332,0,0.0,0.0,0.0,0,50.0
2025-08-10,S001,P0033,BodyLine-1,A,338,406,1,0.0,0.0,0.0,0.0,20,0,0.0,0.0008099999999999951,0.11532,0,0.0,0.0,0.0,0,0.0
2025-08-10,S005,P0010,BodyLine-2,B,175,195,1,0.0,0.0,0.0,0.0,13,0,0.0,0.04882307692307692,0.17768461538461539,0,0.0,0.0,0.0,0,0.0
2025-08-10,S005,P0032,ChassisLine-1,C,473,492,1,0.0,0.0,0.0,0.0,11,1,0.09090909090909091,-0.06259090909090909,0.16108181818181816,0,0.0,0.0,0.0,0,9.090909090909092
2025-08-10,S006,P0004,Final-1,B,97,133,1,1.0,1.0,96.78999999999999,1.0,7,0,0.0,-0.1620142857142857,0.41778571428571426,1,10.309278350515465,10309.278350515464,997.8350515463916,1,8.9358
2025-08-10,S006,P0019,BodyLine-1,A,217,257,1,0.0,0.0,0.0,0.0,13,8,0.6153846153846154,-0.6767538461538462,0.6767538461538462,0,0.0,0.0,0.0,0,61.53846153846154
2025-08-10,S006,P0020,ChassisLine-1,A,364,402,1,1.0,1.0,292.33,1.0,17,0,0.0,-0.2240529411764706,0.22734705882352943,1,2.7472527472527473,2747.2527472527477,803.1043956043956,1,12.846599999999999
2025-08-10,S006,P0034,BodyLine-2,B,324,369,1,0.0,0.0,0.0,0.0,14,2,0.14285714285714285,0.5334642857142857,0.5334642857142857,0,0.0,0.0,0.0,0,14.285714285714285
2025-08-10,S007,P0003,BodyLine-1,A,425,471,1,0.0,0.0,0.0,0.0,14,0,0.0,0.09648571428571429,0.2723714285714286,0,0.0,0.0,0.0,0,0.0
2025-08-10,S007,P0007,BodyLine-2,B,204,277,1,0.0,0.0,0.0,0.0,20,0,0.0,0.019870000000000006,0.16645,0,0.0,0.0,0.0,0,0.0
2025-08-10,S007,P0013,ChassisLine-1,A,275,307,1,0.0,0.0,0.0,0.0,10,0,0.0,0.05393999999999999,0.14703999999999998,0,0.0,0.0,0.0,0,0.0
2025-08-10,S009,P0030,Final-1,A,183,197,1,0.0,0.0,0.0,0.0,7,0,0.0,-0.02265714285714285,0.4489428571428572,0,0.0,0.0,0.0,0,0.0
2025-08-10,S010,P0025,TrimLine-1,B,191,242,1,0.0,0.0,0.0,0.0,7,0,0.0,0.0030000000000000157,0.3426285714285714,0,0.0,0.0,0.0,0,0.0
2025-08-10,S011,P0009,BodyLine-1,C,342,391,1,1.0,3.0,196.08,0.0,8,1,0.125,-0.0816125,0.1632375,0,2.923976608187134,2923.9766081871344,573.3333333333334,0,22.4216
2025-08-10,S012,P0022,ChassisLine-1,B,206,214,1,0.0,0.0,0.0,0.0,15,0,0.0,-0.20442,0.2187133333333333,0,0.0,0.0,0.0,0,0.0
2025-08-11,S001,P0001,Final-1,A,153,213,1,0.0,0.0,0.0,0.0,4,3,0.75,0.03167500000000001,0.210975,0,0.0,0.0,0.0,0,75.0
2025-08-11,S001,P0005,BodyLine-1,A,364,389,1,0.0,0.0,0.0,0.0,11,1,0.09090909090909091,-0.016936363636363635,0.10891818181818183,0,0.0,0.0,0.0,0,9.090909090909092
2025-08-11,S001,P0012,Final-1,C,143,147,1,0.0,0.0,0.0,0.0,6,4,0.6666666666666666,0.5641333333333333,0.7827333333333334,1,0.0,0.0,0.0,1,71.66666666666666
2025-08-11,S001,P0017,ChassisLine-1,A,374,417,1,0.0,0.0,0.0,0.0,17,2,0.11764705882352941,0.0010705882352941157,0.1573764705882353,0,0.0,0.0,0.0,0,11.76470588235294
2025-08-11,S001,P0018,TrimLine-1,B,186,243,1,0.0,0.0,0.0,0.0,9,1,0.1111111111111111,0.02024444444444444,0.09755555555555556,0,0.0,0.0,0.0,0,11.11111111111111
2025-08-11,S001,P0021,ChassisLine-1,A,255,270,1,1.0,2.0,205.75,1.0,8,1,0.125,-0.1952125,0.24708750000000002,1,3.9215686274509802,3921.5686274509803,806.8627450980392,1,25.615000000000002
2025-08-11,S001,P0033,BodyLine-2,A,131,134,1,0.0,0.0,0.0,0.0,21,0,0.0,-0.017295238095238093,0.07657142857142858,0,0.0,0.0,0.0,0,0.0
2025-08-11,S003,P0028,ChassisLine-1,A,197,213,1,0.0,0.0,0.0,0.0,13,0,0.0,-0.04097692307692307,0.1082076923076923,0,0.0,0.0,0.0,0,0.0
2025-08-11,S005,P0010,BodyLine-1,C,262,279,1,0.0,0.0,0.0,0.0,19,0,0.0,0.03079473684210526,0.22097368421052632,0,0.0,0.0,0.0,0,0.0
2025-08-11,S005,P0032,ChassisLine-1,C,327,466,1,0.0,0.0,0.0,0.0,12,2,0.16666666666666666,0.03563333333333334,0.1956,0,0.0,0.0,0.0,0,16.666666666666664
2025-08-11,S006,P0019,BodyLine-2,B,352,414,1,0.0,0.0,0.0,0.0,18,0,0.0,-0.23020000000000002,0.23020000000000002,0,0.0,0.0,0.0,0,0.0
2025-08-11,S006,P0020,ChassisLine-1,A,106,141,1,0.0,0.0,0.0,0.0,9,0,0.0,0.5252888888888889,0.5252888888888889,1,0.0,0.0,0.0,1,5.0
2025-08-11,S006,P0031,BodyLine-1,A,328,390,1,0.0,0.0,0.0,0.0,8,7,0.875,-0.5890625,0.5890625,0,0.0,0.0,0.0,0,87.5
2025-08-11,S006,P0034,BodyLine-1,B,181,258,1,0.0,0.0,0.0,0.0,18,0,0.0,-0.33315,0.3426611111111111,0,0.0,0.0,0.0,0,0.0
2025-08-11,S007,P0003,BodyLine-2,B,137,187,1,0.0,0.0,0.0,0.0,20,0,0.0,0.075545,0.26309499999999997,0,0.0,0.0,0.0,0,0.0
2025-08-11,S007,P0013,ChassisLine-1,A,267,342,1,0.0,0.0,0.0,0.0,21,0,0.0,-0.0780095238095238,0.2218857142857143,0,0.0,0.0,0.0,0,0.0
2025-08-11,S007,P0016,BodyLine-2,B,125,152,1,0.0,0.0,0.0,0.0,20,0,0.0,-0.090455,0.144945,0,0.0,0.0,0.0,0,0.0
2025-08-11,S008,P0015,ChassisLine-1,A,392,409,1,1.0,2.0,55.38,0.0,20,0,0.0,-0.002644999999999998,0.08880499999999998,0,2.5510204081632653,2551.020408163265,141.27551020408163,0,5.1076
2025-08-11,S009,P0006,Final-1,C,324,421,1,0.0,0.0,0.0,0.0,7,0,0.0,-0.044242857142857146,0.1463,0,0.0,0.0,0.0,0,0.0
2025-08-11,S009,P0030,TrimLine-1,C,112,144,1,0.0,0.0,0.0,0.0,9,0,0.0,0.09884444444444444,0.2369555555555555,0,0.0,0.0,0.0,0,0.0
2025-08-11,S010,P0025,Final-1,B,125,135,1,0.0,0.0,0.0,0.0,7,0,0.0,0.0033428571428571357,0.21214285714285716,0,0.0,0.0,0.0,0,0.0
