measure_id,timestamp,lot_id,part_id,supplier_id,plant_line,shift,dimension_name,value_mm,nominal,lsl,usl,is_out_of_spec,deviation,tool_id,operator_id,eo_active
M000018327,2025-09-05T12:20:00,L0001530,P0036,S003,ChassisLine-1,B,Flush_mm,50.4582,50.383,49.742,51.025,0,0.0752,T06,O017,
M000018328,2025-09-05T14:09:00,L0001530,P0036,S003,ChassisLine-1,B,Flush_mm,50.2921,50.383,49.742,51.025,0,-0.0909,T06,O017,
M000018329,2025-09-05T11:44:00,L0001530,P0036,S003,ChassisLine-1,B,Flush_mm,50.2745,50.383,49.742,51.025,0,-0.1085,T06,O017,
M000018330,2025-09-05T07:59:00,L0001530,P0036,S003,ChassisLine-1,B,Flush_mm,50.355,50.383,49.742,51.025,0,-0.028,T06,O017,
M000018331,2025-09-05T12:38:00,L0001530,P0036,S003,ChassisLine-1,B,Flush_mm,50.1977,50.383,49.742,51.025,0,-0.1853,T06,O017,
M000018332,2025-09-05T12:42:00,L0001530,P0036,S003,ChassisLine-1,B,Flush_mm,50.4545,50.383,49.742,51.025,0,0.0715,T06,O017,
M000018333,2025-09-05T12:35:00,L0001530,P0036,S003,ChassisLine-1,B,Flush_mm,50.1498,50.383,49.742,51.025,0,-0.2332,T06,O017,
M000018334,2025-09-05T06:25:00,L0001530,P0036,S003,ChassisLine-1,B,Flush_mm,50.2566,50.383,49.742,51.025,0,-0.1264,T06,O017,
M000018335,2025-09-05T12:27:00,L0001530,P0036,S003,ChassisLine-1,B,Flush_mm,50.3882,50.383,49.742,51.025,0,0.0052,T06,O017,
M000018336,2025-09-05T07:29:00,L0001530,P0036,S003,ChassisLine-1,B,Flush_mm,50.3486,50.383,49.742,51.025,0,-0.0344,T06,O017,
M000018337,2025-09-05T11:02:00,L0001530,P0036,S003,ChassisLine-1,B,Flush_mm,50.2989,50.383,49.742,51.025,0,-0.0841,T06,O017,
M000018338,2025-09-05T09:36:00,L0001530,P0036,S003,ChassisLine-1,B,Flush_mm,50.2653,50.383,49.742,51.025,0,-0.1177,T06,O017,
M000018339,2025-09-05T06:26:00,L0001530,P0036,S003,ChassisLine-1,B,Flush_mm,50.2873,50.383,49.742,51.025,0,-0.0957,T06,O017,
M000018340,2025-09-05T15:55:00,L0001530,P0036,S003,ChassisLine-1,B,Flush_mm,50.5338,50.383,49.742,51.025,0,0.1508,T06,O017,
M000018341,2025-09-05T07:29:00,L0001531,P0012,S001,Final-1,B,ConnectorWidth_mm,19.0565,18.546,17.915,19.177,0,0.5105,T02,O011,
M000018342,2025-09-05T14:06:00,L0001531,P0012,S001,Final-1,B,ConnectorWidth_mm,18.5127,18.546,17.915,19.177,0,-0.0333,T02,O011,
M000018343,2025-09-05T13:43:00,L0001531,P0012,S001,Final-1,B,ConnectorWidth_mm,18.5079,18.546,17.915,19.177,0,-0.0381,T02,O011,
M000018344,2025-09-05T14:55:00,L0001531,P0012,S001,Final-1,B,ConnectorWidth_mm,18.1315,18.546,17.915,19.177,0,-0.4145,T02,O011,
M000018345,2025-09-05T18:14:00,L0001531,P0012,S001,Final-1,B,ConnectorWidth_mm,18.3955,18.546,17.915,19.177,0,-0.1505,T02,O011,
M000018346,2025-09-05T13:22:00,L0001531,P0012,S001,Final-1,B,ConnectorWidth_mm,19.0449,18.546,17.915,19.177,0,0.4989,T02,O011,
M000018347,2025-09-05T07:59:00,L0001531,P0012,S001,Final-1,B,ConnectorWidth_mm,18.3744,18.546,17.915,19.177,0,-0.1716,T02,O011,
M000018348,2025-09-05T14:46:00,L0001531,P0012,S001,Final-1,B,ConnectorWidth_mm,18.2734,18.546,17.915,19.177,0,-0.2726,T02,O011,
M000018349,2025-09-05T18:30:00,L0001531,P0012,S001,Final-1,B,ConnectorWidth_mm,18.5634,18.546,17.915,19.177,0,0.0174,T02,O011,
M000018350,2025-09-05T13:30:00,L0001531,P0012,S001,Final-1,B,ConnectorWidth_mm,18.3732,18.546,17.915,19.177,0,-0.1728,T02,O011,
M000018351,2025-09-05T21:43:00,L0001532,P0022,S012,ChassisLine-1,B,Gap_mm,46.3193,45.574,44.709,46.439,0,0.7453,T02,O028,
M000018352,2025-09-05T07:43:00,L0001532,P0022,S012,ChassisLine-1,B,Gap_mm,45.9289,45.574,44.709,46.439,0,0.3549,T02,O028,
M000018353,2025-09-05T20:53:00,L0001532,P0022,S012,ChassisLine-1,B,Gap_mm,45.7417,45.574,44.709,46.439,0,0.1677,T02,O028,
M000018354,2025-09-05T10:20:00,L0001532,P0022,S012,ChassisLine-1,B,Gap_mm,45.9096,45.574,44.709,46.439,0,0.3356,T02,O028,
M000018355,2025-09-05T19:43:00,L0001532,P0022,S012,ChassisLine-1,B,Gap_mm,45.8094,45.574,44.709,46.439,0,0.2354,T02,O028,
M000018356,2025-09-05T06:20:00,L0001532,P0022,S012,ChassisLine-1,B,Gap_mm,45.4489,45.574,44.709,46.439,0,-0.1251,T02,O028,
M000018357,2025-09-05T21:32:00,L0001532,P0022,S012,ChassisLine-1,B,Gap_mm,45.6903,45.574,44.709,46.439,0,0.1163,T02,O028,
M000018358,2025-09-05T11:08:00,L0001532,P0022,S012,ChassisLine-1,B,Gap_mm,45.4904,45.574,44.709,46.439,0,-0.0836,T02,O028,
M000018359,2025-09-05T15:42:00,L0001532,P0022,S012,ChassisLine-1,B,Gap_mm,45.6148,45.574,44.709,46.439,0,0.0408,T02,O028,
M000018360,2025-09-05T11:07:00,L0001532,P0022,S012,ChassisLine-1,B,Gap_mm,45.3359,45.574,44.709,46.439,0,-0.2381,T02,O028,
M000018361,2025-09-05T16:16:00,L0001532,P0022,S012,ChassisLine-1,B,Gap_mm,46.0692,45.574,44.709,46.439,0,0.4952,T02,O028,
M000018362,2025-09-05T14:33:00,L0001533,P0002,S010,TrimLine-1,A,ClipLength_mm,65.5473,65.312,64.344,66.28,0,0.2353,T07,O024,
M000018363,2025-09-05T13:02:00,L0001533,P0002,S010,TrimLine-1,A,ClipLength_mm,66.2328,65.312,64.344,66.28,0,0.9208,T07,O024,
M000018364,2025-09-05T15:47:00,L0001533,P0002,S010,TrimLine-1,A,ClipLength_mm,64.9444,65.312,64.344,66.28,0,-0.3676,T07,O024,
M000018365,2025-09-05T20:56:00,L0001533,P0002,S010,TrimLine-1,A,ClipLength_mm,65.3633,65.312,64.344,66.28,0,0.0513,T07,O024,
M000018366,2025-09-05T16:07:00,L0001533,P0002,S010,TrimLine-1,A,ClipLength_mm,65.4077,65.312,64.344,66.28,0,0.0957,T07,O024,
M000018367,2025-09-05T16:09:00,L0001533,P0002,S010,TrimLine-1,A,ClipLength_mm,65.123,65.312,64.344,66.28,0,-0.189,T07,O024,
M000018368,2025-09-05T16:04:00,L0001533,P0002,S010,TrimLine-1,A,ClipLength_mm,65.4206,65.312,64.344,66.28,0,0.1086,T07,O024,
M000018369,2025-09-05T11:22:00,L0001533,P0002,S010,TrimLine-1,A,ClipLength_mm,65.0104,65.312,64.344,66.28,0,-0.3016,T07,O024,
M000018370,2025-09-05T14:49:00,L0001533,P0002,S010,TrimLine-1,A,ClipLength_mm,65.0147,65.312,64.344,66.28,0,-0.2973,T07,O024,
M000018371,2025-09-05T19:04:00,L0001533,P0002,S010,TrimLine-1,A,ClipLength_mm,65.1448,65.312,64.344,66.28,0,-0.1672,T07,O024,
M000018372,2025-09-05T16:24:00,L0001533,P0002,S010,TrimLine-1,A,ClipLength_mm,65.0524,65.312,64.344,66.28,0,-0.2596,T07,O024,
M000018373,2025-09-05T09:06:00,L0001534,P0034,S006,BodyLine-2,B,Flush_mm,46.0398,45.617,44.817,46.417,0,0.4228,T05,O009,
M000018374,2025-09-05T19:47:00,L0001534,P0034,S006,BodyLine-2,B,Flush_mm,45.4919,45.617,44.817,46.417,0,-0.1251,T05,O009,
M000018375,2025-09-05T08:55:00,L0001534,P0034,S006,BodyLine-2,B,Flush_mm,46.0345,45.617,44.817,46.417,0,0.4175,T05,O009,
M000018376,2025-09-05T16:47:00,L0001534,P0034,S006,BodyLine-2,B,Flush_mm,45.5978,45.617,44.817,46.417,0,-0.0192,T05,O009,
M000018377,2025-09-05T06:26:00,L0001534,P0034,S006,BodyLine-2,B,Flush_mm,45.2281,45.617,44.817,46.417,0,-0.3889,T05,O009,
M000018378,2025-09-05T18:43:00,L0001534,P0034,S006,BodyLine-2,B,Flush_mm,46.0982,45.617,44.817,46.417,0,0.4812,T05,O009,
M000018379,2025-09-05T12:26:00,L0001534,P0034,S006,BodyLine-2,B,Flush_mm,46.6058,45.617,44.817,46.417,1,0.9888,T05,O009,
M000018380,2025-09-05T10:13:00,L0001534,P0034,S006,BodyLine-2,B,Flush_mm,45.5358,45.617,44.817,46.417,0,-0.0812,T05,O009,
M000018381,2025-09-05T07:08:00,L0001534,P0034,S006,BodyLine-2,B,Flush_mm,46.3144,45.617,44.817,46.417,0,0.6974,T05,O009,
M000018382,2025-09-05T16:27:00,L0001534,P0034,S006,BodyLine-2,B,Flush_mm,45.5873,45.617,44.817,46.417,0,-0.0297,T05,O009,
M000018383,2025-09-05T15:57:00,L0001534,P0034,S006,BodyLine-2,B,Flush_mm,45.829,45.617,44.817,46.417,0,0.212,T05,O009,
M000018384,2025-09-05T17:20:00,L0001534,P0034,S006,BodyLine-2,B,Flush_mm,45.6913,45.617,44.817,46.417,0,0.0743,T05,O009,
M000018385,2025-09-05T07:14:00,L0001534,P0034,S006,BodyLine-2,B,Flush_mm,45.4019,45.617,44.817,46.417,0,-0.2151,T05,O009,
M000018386,2025-09-05T21:32:00,L0001534,P0034,S006,BodyLine-2,B,Flush_mm,46.055,45.617,44.817,46.417,0,0.438,T05,O009,
M000018387,2025-09-05T15:54:00,L0001535,P0021,S001,ChassisLine-1,B,Flush_mm,54.7518,54.261,53.465,55.058,0,0.4908,T02,O004,
M000018388,2025-09-05T09:51:00,L0001535,P0021,S001,ChassisLine-1,B,Flush_mm,54.2178,54.261,53.465,55.058,0,-0.0432,T02,O004,
M000018389,2025-09-05T11:43:00,L0001535,P0021,S001,ChassisLine-1,B,Flush_mm,54.3639,54.261,53.465,55.058,0,0.1029,T02,O004,
M000018390,2025-09-05T09:31:00,L0001535,P0021,S001,ChassisLine-1,B,Flush_mm,54.2359,54.261,53.465,55.058,0,-0.0251,T02,O004,
M000018391,2025-09-05T12:32:00,L0001535,P0021,S001,ChassisLine-1,B,Flush_mm,54.2784,54.261,53.465,55.058,0,0.0174,T02,O004,
M000018392,2025-09-05T08:13:00,L0001535,P0021,S001,ChassisLine-1,B,Flush_mm,53.7972,54.261,53.465,55.058,0,-0.4638,T02,O004,
M000018393,2025-09-05T16:28:00,L0001535,P0021,S001,ChassisLine-1,B,Flush_mm,54.5033,54.261,53.465,55.058,0,0.2423,T02,O004,
M000018394,2025-09-05T09:33:00,L0001535,P0021,S001,ChassisLine-1,B,Flush_mm,54.2703,54.261,53.465,55.058,0,0.0093,T02,O004,
M000018395,2025-09-05T14:26:00,L0001535,P0021,S001,ChassisLine-1,B,Flush_mm,54.3473,54.261,53.465,55.058,0,0.0863,T02,O004,
M000018396,2025-09-05T19:51:00,L0001535,P0021,S001,ChassisLine-1,B,Flush_mm,54.6439,54.261,53.465,55.058,0,0.3829,T02,O004,
M000018397,2025-09-05T07:56:00,L0001535,P0021,S001,ChassisLine-1,B,Flush_mm,54.2432,54.261,53.465,55.058,0,-0.0178,T02,O004,
M000018398,2025-09-05T19:13:00,L0001535,P0021,S001,ChassisLine-1,B,Flush_mm,54.754,54.261,53.465,55.058,0,0.493,T02,O004,
M000018399,2025-09-05T19:33:00,L0001535,P0021,S001,ChassisLine-1,B,Flush_mm,54.8928,54.261,53.465,55.058,0,0.6318,T02,O004,
M000018400,2025-09-05T17:16:00,L0001535,P0021,S001,ChassisLine-1,B,Flush_mm,53.7837,54.261,53.465,55.058,0,-0.4773,T02,O004,
M000018401,2025-09-05T07:54:00,L0001535,P0021,S001,ChassisLine-1,B,Flush_mm,54.3137,54.261,53.465,55.058,0,0.0527,T02,O004,
M000018402,2025-09-05T17:21:00,L0001536,P0024,S002,TrimLine-1,A,ClipLength_mm,21.9407,22.206,21.123,23.288,0,-0.2653,T01,O008,
M000018403,2025-09-05T18:59:00,L0001536,P0024,S002,TrimLine-1,A,ClipLength_mm,21.9102,22.206,21.123,23.288,0,-0.2958,T01,O008,
M000018404,2025-09-05T21:43:00,L0001536,P0024,S002,TrimLine-1,A,ClipLength_mm,22.2594,22.206,21.123,23.288,0,0.0534,T01,O008,
M000018405,2025-09-05T09:59:00,L0001536,P0024,S002,TrimLine-1,A,ClipLength_mm,22.204,22.206,21.123,23.288,0,-0.002,T01,O008,
M000018406,2025-09-05T16:10:00,L0001536,P0024,S002,TrimLine-1,A,ClipLength_mm,22.1684,22.206,21.123,23.288,0,-0.0376,T01,O008,
M000018407,2025-09-05T06:00:00,L0001536,P0024,S002,TrimLine-1,A,ClipLength_mm,22.2231,22.206,21.123,23.288,0,0.0171,T01,O008,
M000018408,2025-09-05T08:36:00,L0001536,P0024,S002,TrimLine-1,A,ClipLength_mm,22.3219,22.206,21.123,23.288,0,0.1159,T01,O008,
M000018409,2025-09-05T06:22:00,L0001536,P0024,S002,TrimLine-1,A,ClipLength_mm,22.1459,22.206,21.123,23.288,0,-0.0601,T01,O008,
M000018410,2025-09-05T18:58:00,L0001537,P0018,S001,Final-1,C,ConnectorWidth_mm,45.5111,45.188,44.968,45.407,1,0.3231,T05,O006,
M000018411,2025-09-05T08:08:00,L0001537,P0018,S001,Final-1,C,ConnectorWidth_mm,45.4893,45.188,44.968,45.407,1,0.3013,T05,O006,
M000018412,2025-09-05T09:42:00,L0001537,P0018,S001,Final-1,C,ConnectorWidth_mm,45.1335,45.188,44.968,45.407,0,-0.0545,T05,O006,
M000018413,2025-09-05T18:29:00,L0001537,P0018,S001,Final-1,C,ConnectorWidth_mm,44.815,45.188,44.968,45.407,1,-0.373,T05,O006,
M000018414,2025-09-05T16:12:00,L0001537,P0018,S001,Final-1,C,ConnectorWidth_mm,45.1793,45.188,44.968,45.407,0,-0.0087,T05,O006,
M000018415,2025-09-05T10:35:00,L0001537,P0018,S001,Final-1,C,ConnectorWidth_mm,45.1269,45.188,44.968,45.407,0,-0.0611,T05,O006,
M000018416,2025-09-05T21:35:00,L0001537,P0018,S001,Final-1,C,ConnectorWidth_mm,44.7658,45.188,44.968,45.407,1,-0.4222,T05,O006,
M000018417,2025-09-05T18:42:00,L0001537,P0018,S001,Final-1,C,ConnectorWidth_mm,45.3349,45.188,44.968,45.407,0,0.1469,T05,O006,
M000018418,2025-09-05T15:31:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,62.5868,62.889,62.537,63.24,0,-0.3022,T03,O015,
M000018419,2025-09-05T12:46:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,62.95,62.889,62.537,63.24,0,0.061,T03,O015,
M000018420,2025-09-05T18:06:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,62.8302,62.889,62.537,63.24,0,-0.0588,T03,O015,
M000018421,2025-09-05T10:32:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,62.6532,62.889,62.537,63.24,0,-0.2358,T03,O015,
M000018422,2025-09-05T14:36:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,62.8185,62.889,62.537,63.24,0,-0.0705,T03,O015,
M000018423,2025-09-05T13:51:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,63.2431,62.889,62.537,63.24,1,0.3541,T03,O015,
M000018424,2025-09-05T15:54:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,62.9122,62.889,62.537,63.24,0,0.0232,T03,O015,
M000018425,2025-09-05T09:49:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,63.3551,62.889,62.537,63.24,1,0.4661,T03,O015,
M000018426,2025-09-05T15:06:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,62.6926,62.889,62.537,63.24,0,-0.1964,T03,O015,
M000018427,2025-09-05T12:40:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,62.7788,62.889,62.537,63.24,0,-0.1102,T03,O015,
M000018428,2025-09-05T11:21:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,62.9041,62.889,62.537,63.24,0,0.0151,T03,O015,
M000018429,2025-09-05T14:51:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,62.5268,62.889,62.537,63.24,1,-0.3622,T03,O015,
M000018430,2025-09-05T14:02:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,62.7408,62.889,62.537,63.24,0,-0.1482,T03,O015,
M000018431,2025-09-05T11:30:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,63.2131,62.889,62.537,63.24,0,0.3241,T03,O015,
M000018432,2025-09-05T18:16:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,62.8519,62.889,62.537,63.24,0,-0.0371,T03,O015,
M000018433,2025-09-05T10:58:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,62.5342,62.889,62.537,63.24,1,-0.3548,T03,O015,
M000018434,2025-09-05T16:14:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,62.7406,62.889,62.537,63.24,0,-0.1484,T03,O015,
M000018435,2025-09-05T15:49:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,62.7765,62.889,62.537,63.24,0,-0.1125,T03,O015,
M000018436,2025-09-05T12:59:00,L0001538,P0009,S011,BodyLine-2,B,Flush_mm,62.465,62.889,62.537,63.24,1,-0.424,T03,O015,
M000018437,2025-09-05T09:33:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.5372,71.633,70.846,72.42,0,-0.0958,T05,O017,
M000018438,2025-09-05T10:58:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.6512,71.633,70.846,72.42,0,0.0182,T05,O017,
M000018439,2025-09-05T09:07:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.7004,71.633,70.846,72.42,0,0.0674,T05,O017,
M000018440,2025-09-05T14:04:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.492,71.633,70.846,72.42,0,-0.141,T05,O017,
M000018441,2025-09-05T11:05:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.5064,71.633,70.846,72.42,0,-0.1266,T05,O017,
M000018442,2025-09-05T09:46:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.5433,71.633,70.846,72.42,0,-0.0897,T05,O017,
M000018443,2025-09-05T18:43:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.4768,71.633,70.846,72.42,0,-0.1562,T05,O017,
M000018444,2025-09-05T13:27:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.7046,71.633,70.846,72.42,0,0.0716,T05,O017,
M000018445,2025-09-05T14:51:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.5801,71.633,70.846,72.42,0,-0.0529,T05,O017,
M000018446,2025-09-05T12:08:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.6459,71.633,70.846,72.42,0,0.0129,T05,O017,
M000018447,2025-09-05T16:34:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.6155,71.633,70.846,72.42,0,-0.0175,T05,O017,
M000018448,2025-09-05T18:19:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.7509,71.633,70.846,72.42,0,0.1179,T05,O017,
M000018449,2025-09-05T17:02:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.5864,71.633,70.846,72.42,0,-0.0466,T05,O017,
M000018450,2025-09-05T20:53:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.4669,71.633,70.846,72.42,0,-0.1661,T05,O017,
M000018451,2025-09-05T15:07:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.4926,71.633,70.846,72.42,0,-0.1404,T05,O017,
M000018452,2025-09-05T11:18:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.6724,71.633,70.846,72.42,0,0.0394,T05,O017,
M000018453,2025-09-05T20:41:00,L0001539,P0010,S005,BodyLine-2,B,BracketHoleDia_mm,71.7937,71.633,70.846,72.42,0,0.1607,T05,O017,
M000018454,2025-09-05T21:24:00,L0001540,P0001,S001,TrimLine-1,A,PinDepth_mm,24.1953,23.91,23.753,24.068,1,0.2853,T05,O021,
M000018455,2025-09-05T16:59:00,L0001540,P0001,S001,TrimLine-1,A,PinDepth_mm,24.1025,23.91,23.753,24.068,1,0.1925,T05,O021,
M000018456,2025-09-05T21:56:00,L0001540,P0001,S001,TrimLine-1,A,PinDepth_mm,23.3293,23.91,23.753,24.068,1,-0.5807,T05,O021,
M000018457,2025-09-05T09:05:00,L0001540,P0001,S001,TrimLine-1,A,PinDepth_mm,24.5485,23.91,23.753,24.068,1,0.6385,T05,O021,
M000018458,2025-09-05T18:36:00,L0001540,P0001,S001,TrimLine-1,A,PinDepth_mm,23.6874,23.91,23.753,24.068,1,-0.2226,T05,O021,
M000018459,2025-09-05T15:07:00,L0001540,P0001,S001,TrimLine-1,A,PinDepth_mm,24.7899,23.91,23.753,24.068,1,0.8799,T05,O021,
M000018460,2025-09-05T16:05:00,L0001540,P0001,S001,TrimLine-1,A,PinDepth_mm,23.1708,23.91,23.753,24.068,1,-0.7392,T05,O021,
M000018461,2025-09-05T17:56:00,L0001540,P0001,S001,TrimLine-1,A,PinDepth_mm,24.1215,23.91,23.753,24.068,1,0.2115,T05,O021,
M000018462,2025-09-05T07:47:00,L0001540,P0001,S001,TrimLine-1,A,PinDepth_mm,24.4431,23.91,23.753,24.068,1,0.5331,T05,O021,
M000018463,2025-09-05T16:32:00,L0001540,P0001,S001,TrimLine-1,A,PinDepth_mm,24.1459,23.91,23.753,24.068,1,0.2359,T05,O021,
M000018464,2025-09-05T16:29:00,L0001541,P0016,S007,BodyLine-2,B,BracketHoleDia_mm,35.2577,35.454,34.285,36.623,0,-0.1963,T04,O027,
M000018465,2025-09-05T17:44:00,L0001541,P0016,S007,BodyLine-2,B,BracketHoleDia_mm,35.5284,35.454,34.285,36.623,0,0.0744,T04,O027,
M000018466,2025-09-05T16:58:00,L0001541,P0016,S007,BodyLine-2,B,BracketHoleDia_mm,35.7491,35.454,34.285,36.623,0,0.2951,T04,O027,
M000018467,2025-09-05T17:44:00,L0001541,P0016,S007,BodyLine-2,B,BracketHoleDia_mm,35.4313,35.454,34.285,36.623,0,-0.0227,T04,O027,
M000018468,2025-09-05T12:21:00,L0001541,P0016,S007,BodyLine-2,B,BracketHoleDia_mm,35.1684,35.454,34.285,36.623,0,-0.2856,T04,O027,
M000018469,2025-09-05T13:35:00,L0001541,P0016,S007,BodyLine-2,B,BracketHoleDia_mm,35.632,35.454,34.285,36.623,0,0.178,T04,O027,
M000018470,2025-09-05T16:52:00,L0001541,P0016,S007,BodyLine-2,B,BracketHoleDia_mm,35.5244,35.454,34.285,36.623,0,0.0704,T04,O027,
M000018471,2025-09-05T16:21:00,L0001541,P0016,S007,BodyLine-2,B,BracketHoleDia_mm,35.6826,35.454,34.285,36.623,0,0.2286,T04,O027,
M000018472,2025-09-05T16:50:00,L0001541,P0016,S007,BodyLine-2,B,BracketHoleDia_mm,35.5882,35.454,34.285,36.623,0,0.1342,T04,O027,
M000018473,2025-09-05T20:20:00,L0001541,P0016,S007,BodyLine-2,B,BracketHoleDia_mm,35.4985,35.454,34.285,36.623,0,0.0445,T04,O027,
M000018474,2025-09-05T07:53:00,L0001541,P0016,S007,BodyLine-2,B,BracketHoleDia_mm,35.3649,35.454,34.285,36.623,0,-0.0891,T04,O027,
M000018475,2025-09-05T19:42:00,L0001541,P0016,S007,BodyLine-2,B,BracketHoleDia_mm,35.4901,35.454,34.285,36.623,0,0.0361,T04,O027,
M000018476,2025-09-05T11:02:00,L0001541,P0016,S007,BodyLine-2,B,BracketHoleDia_mm,35.5122,35.454,34.285,36.623,0,0.0582,T04,O027,
M000018477,2025-09-05T06:47:00,L0001541,P0016,S007,BodyLine-2,B,BracketHoleDia_mm,35.3684,35.454,34.285,36.623,0,-0.0856,T04,O027,
M000018478,2025-09-05T20:29:00,L0001542,P0025,S010,TrimLine-1,A,PinDepth_mm,57.5219,57.298,56.156,58.441,0,0.2239,T05,O002,
M000018479,2025-09-05T20:49:00,L0001542,P0025,S010,TrimLine-1,A,PinDepth_mm,57.1562,57.298,56.156,58.441,0,-0.1418,T05,O002,
M000018480,2025-09-05T13:08:00,L0001542,P0025,S010,TrimLine-1,A,PinDepth_mm,57.4842,57.298,56.156,58.441,0,0.1862,T05,O002,
M000018481,2025-09-05T16:40:00,L0001542,P0025,S010,TrimLine-1,A,PinDepth_mm,57.0385,57.298,56.156,58.441,0,-0.2595,T05,O002,
M000018482,2025-09-05T18:21:00,L0001542,P0025,S010,TrimLine-1,A,PinDepth_mm,57.244,57.298,56.156,58.441,0,-0.054,T05,O002,
M000018483,2025-09-05T21:16:00,L0001542,P0025,S010,TrimLine-1,A,PinDepth_mm,57.3758,57.298,56.156,58.441,0,0.0778,T05,O002,
M000018484,2025-09-05T20:08:00,L0001542,P0025,S010,TrimLine-1,A,PinDepth_mm,57.0548,57.298,56.156,58.441,0,-0.2432,T05,O002,
M000018485,2025-09-05T06:58:00,L0001542,P0025,S010,TrimLine-1,A,PinDepth_mm,57.3412,57.298,56.156,58.441,0,0.0432,T05,O002,
M000018486,2025-09-05T07:08:00,L0001543,P0005,S001,BodyLine-2,A,WeldPos_mm,43.1653,43.055,42.823,43.287,0,0.1103,T03,O009,
M000018487,2025-09-05T20:35:00,L0001543,P0005,S001,BodyLine-2,A,WeldPos_mm,43.0332,43.055,42.823,43.287,0,-0.0218,T03,O009,
M000018488,2025-09-05T14:22:00,L0001543,P0005,S001,BodyLine-2,A,WeldPos_mm,42.9715,43.055,42.823,43.287,0,-0.0835,T03,O009,
M000018489,2025-09-05T17:40:00,L0001543,P0005,S001,BodyLine-2,A,WeldPos_mm,42.9375,43.055,42.823,43.287,0,-0.1175,T03,O009,
M000018490,2025-09-05T15:14:00,L0001543,P0005,S001,BodyLine-2,A,WeldPos_mm,43.0374,43.055,42.823,43.287,0,-0.0176,T03,O009,
M000018491,2025-09-05T12:00:00,L0001543,P0005,S001,BodyLine-2,A,WeldPos_mm,43.322,43.055,42.823,43.287,1,0.267,T03,O009,
M000018492,2025-09-05T15:45:00,L0001543,P0005,S001,BodyLine-2,A,WeldPos_mm,43.0805,43.055,42.823,43.287,0,0.0255,T03,O009,
M000018493,2025-09-05T21:37:00,L0001543,P0005,S001,BodyLine-2,A,WeldPos_mm,43.1048,43.055,42.823,43.287,0,0.0498,T03,O009,
M000018494,2025-09-05T09:19:00,L0001543,P0005,S001,BodyLine-2,A,WeldPos_mm,42.8479,43.055,42.823,43.287,0,-0.2071,T03,O009,
M000018495,2025-09-05T11:31:00,L0001543,P0005,S001,BodyLine-2,A,WeldPos_mm,43.3446,43.055,42.823,43.287,1,0.2896,T03,O009,
M000018496,2025-09-06T21:18:00,L0001544,P0004,S006,Final-1,A,ClipLength_mm,56.886,56.819,55.77,57.868,0,0.067,T03,O017,
M000018497,2025-09-06T15:01:00,L0001544,P0004,S006,Final-1,A,ClipLength_mm,56.8696,56.819,55.77,57.868,0,0.0506,T03,O017,
M000018498,2025-09-06T10:40:00,L0001544,P0004,S006,Final-1,A,ClipLength_mm,56.938,56.819,55.77,57.868,0,0.119,T03,O017,
M000018499,2025-09-06T10:15:00,L0001544,P0004,S006,Final-1,A,ClipLength_mm,57.2585,56.819,55.77,57.868,0,0.4395,T03,O017,
